289,455,460
289,392,455
289,460,305
392,289,305
420,355,429
371,355,329
429,355,371
355,420,437
360,344,440
363,360,440
279,360,429
344,360,279
360,420,429
420,360,363
398,362,414
362,398,382
398,414,286
384,398,286
382,398,381
398,384,381
380,253,252
380,374,253
381,380,252
384,380,381
380,384,385
374,380,385
386,387,373
387,386,257
374,386,373
386,374,385
386,258,257
258,386,385
464,453,465
453,464,463
464,413,463
464,465,417
413,464,417
350,451,349
350,452,451
452,350,357
128,114,121
217,174,236
114,174,217
174,3,236
6,193,168
193,8,168
193,55,8
221,190,56
33,246,7
226,25,31
130,25,226
31,25,228
25,110,228
33,25,130
25,33,7
110,25,7
224,53,52
224,223,29
223,224,52
30,224,29
63,68,105
53,63,105
71,63,70
63,71,68
63,46,70
63,53,46
229,119,118
229,118,228
229,24,230
119,229,230
110,229,228
229,110,24
161,163,7
163,110,7
144,163,160
163,161,160
163,144,24
110,163,24
242,164,167
19,1,354
370,19,354
19,370,94
64,98,203
129,64,203
142,209,49
4,51,5
51,134,236
3,51,236
51,3,5
388,387,260
388,390,387
390,249,339
388,249,390
255,448,339
448,255,261
446,255,359
255,446,261
249,255,339
404,319,320
404,403,319
321,404,320
405,404,321
403,404,402
404,316,402
404,405,315
316,404,315
180,90,88
90,180,91
90,89,88
89,90,95
90,77,95
90,91,77
277,350,349
277,349,329
355,277,329
277,355,437
343,437,399
350,343,357
343,277,437
277,343,350
412,343,399
343,412,357
231,120,230
120,231,121
154,26,22
145,144,159
233,188,128
128,188,114
188,174,114
189,221,55
193,189,55
189,190,221
189,193,244
233,243,244
243,233,112
243,189,244
189,243,190
247,130,113
247,33,130
246,247,30
33,247,246
225,224,30
224,225,53
53,225,46
247,225,30
46,225,113
225,247,113
102,129,49
102,64,129
99,97,167
97,242,167
141,2,164
242,141,164
2,141,94
141,19,94
1,44,4
98,235,240
64,235,98
198,217,236
134,198,236
263,467,359
255,263,359
263,255,249
26,155,112
155,26,154
232,231,22
26,232,22
231,232,121
232,128,121
232,233,128
232,26,112
233,232,112
158,145,159
157,158,28
158,159,28
144,23,24
145,23,144
24,23,230
23,145,22
23,231,230
231,23,22
122,6,197
122,193,6
188,196,174
174,196,3
196,122,197
122,196,188
195,196,197
196,195,3
59,75,240
59,166,75
235,59,240
59,235,166
218,166,115
220,218,115
218,220,237
19,125,1
141,125,19
125,44,1
125,141,242
20,99,60
238,20,60
20,97,99
97,20,242
239,238,60
44,239,237
239,44,238
131,220,115
131,115,49
209,131,49
220,131,134
131,198,134
198,131,209
51,45,134
45,220,134
45,51,4
44,45,4
45,44,237
220,45,237
166,219,115
235,219,166
219,235,64
126,198,209
47,126,100
217,126,47
198,126,217
126,142,100
126,209,142
466,249,388
466,263,249
466,388,260
467,466,260
263,466,467
133,243,112
155,133,112
243,133,190
153,158,157
158,153,145
154,153,157
153,154,22
145,153,22
245,122,188
245,233,244
245,188,233
193,245,244
122,245,193
241,125,242
20,241,242
241,20,238
44,241,238
125,241,44
79,218,237
239,79,237
75,79,60
79,239,60
219,48,115
115,48,49
48,102,49
102,48,64
48,219,64
133,173,190
173,133,155
56,173,157
190,173,56
173,154,157
173,155,154
78,76,62
76,78,146
179,178,87
179,87,86
292,306,375
308,292,375
218,79,166
166,79,75
